类型,店铺名,店链接,商品名,商品链接,旺旺名,信用,电话1,电话2,销量,中评,差评,好评率,描述,描述同比,服务,服务同比,物流,物流同比,公司名,所在地,类目Id,类目
淘宝,小胖乐高官方店,https://shop100515340.taobao.com/,LEGO45002 百变工程  旧版乐高9206德宝幼儿教具套装 送教案,https://item.taobao.com/item.htm?id=560086661839,驰丰新能源,12,,13598365698,0,0,0,0,4.72628分,低于2.15%,4.74088分,低于2.41%,4.79562分,低于1.46%,,,0,
淘宝,MOZE手作工作室,https://shop33204637.taobao.com/,MOZE雾蜡粉牛皮手账本手帐真皮日记本定制笔记本事本活页本子tn旅,https://item.taobao.com/item.htm?id=561937230094,光辉岁月服饰,13,,13694108538,0,0,0,0,4.95341分,高于66.90%,4.95332分,高于62.72%,4.94982分,高于58.42%,,,0,
淘宝,燕彩衣清洁百货商城,https://shop101118110.taobao.com/,紫萍舒洁雅吸油纸烹调专用纸厨房用吸油纸厨房烹饪纸煲汤去油腻,https://item.taobao.com/item.htm?id=563952100459,燕裁衣,13,02154789432,18621043664,0,0,0,0,4.88193分,高于34.63%,4.88374分,高于26.21%,4.88909分,高于27.09%,,,0,
淘宝,U LIMIT高端自制,https://shop58663028.taobao.com/,男童女童灯芯绒长裤潮韩版秋冬季洋气儿童加绒加厚外穿童裤棉裤子,https://item.taobao.com/item.htm?id=560806782135,周敏佳,13,15824342102,,0,0,0,0,4.91633,高于50.74%,4.92829,高于49.46%,4.93426分,高于50.71%,,,0,
淘宝,轻飘飘时间,https://shop62894884.taobao.com/,miHoYo手办崩坏学园2希儿·芙乐艾秋霜百合含特典布洛妮娅老婆3,https://item.taobao.com/item.htm?id=607727246253,mod5566,9,,13686973670,0,0,0,0,4.736分,低于2.47%,4.776分,低于2.08%,4.784分,低于1.94%,,,0,
淘宝,春来汽车用品平价店,https://shop35282880.taobao.com/,2吨卧式液压千斤顶2T汽车千斤顶小车轿车的车载油压千金顶2.5吨,https://item.taobao.com/item.htm?id=557843916611,篮球猪宝宝,14,,13814900200,0,0,0,0,4.78676分,低于1.05%,4.78676分,低于1.40%,4.80882分,低于1.00%,,,0,
淘宝,漫依轩cosplay工作室,https://shop72924361.taobao.com/,活动现货 cos 新世纪福音战士 EVA 绫波丽 明日香 校服 可定做,https://item.taobao.com/item.htm?id=16594715484,漫依轩cosplay工作室,11,,13135663380,0,0,0,0,4.92241分,高于46.10%,4.93103分,高于43.79%,4.93966分,高于50.30%,,,0,
淘宝,三阳电子配件,https://shop57028224.taobao.com/,全新电磁炉面板/按键薄膜触摸开关 控制面板 C20-F8Y C18-F8Y,https://item.taobao.com/item.htm?id=563880128408,三阳电子0,15,,18653457165,0,0,0,0,4.85062,持平0.18%,4.87346,持平0.10%,4.87523分,持平0.10%,,,0,
企业,阿希达部落,https://shop110464960.taobao.com/,阿希达风干牛肉干超干500g原味散装手撕大片兴安盟特产大块牛肉干,https://item.taobao.com/item.htm?id=40245764090,阿希达部落,15,,18648443185,0,0,0,0,4.82697,高于9.25%,4.87567,高于24.18%,4.89584分,高于34.07%,,,0,
企业,深圳宏图伟业元器件商,https://shop363685358.taobao.com/,船型开关KCD4-201船形翘板带灯按钮按键2/3两/三档4/6六脚开关16A,https://item.taobao.com/item.htm?id=595640194611,宏图伟业元器件商城,14,0755-8378 1592,13901031842,0,0,0,0,4.92972,高于50.03%,4.93773,高于50.19%,4.91146分,高于26.53%,,,0,
淘宝,欧蒙得 格调卫浴厨房,https://shop33046081.taobao.com/,浴室挂衣钩 墙壁打孔衣柜衣服钩 壁挂毛巾排钩 不锈钢挂钩304加厚,https://item.taobao.com/item.htm?id=553711420559,zxjzxjzxj,15,13520259342,,0,0,0,0,4.8988分,持平0.30%,4.90021分,持平0.45%,4.90446分,持平0.34%,,,0,
淘宝,知足健身房,https://shop105025487.taobao.com/,足底按摩垫指压板脚底穴位按摩器超痛超硬仿鹅卵石家用健身器材,https://item.taobao.com/item.htm?id=522868405181,方圆集团88,12,,18667603315,0,0,0,0,4.89831分,高于33.95%,4.89831分,高于23.44%,4.89831分,高于22.29%,,,0,
淘宝,上海华光日用日本进口,https://shop72569582.taobao.com/,日本进口创意家用猫咪门挡防风防撞门组房门安全缓冲门阻磁铁门吸,https://item.taobao.com/item.htm?id=566077842155,日本家居收纳,18,,15821502791,0,0,0,0,4.88979,高于39.02%,4.91134,高于43.84%,4.91286分,高于42.78%,,,0,
淘宝,霸王塑业,https://shop293861971.taobao.com/,86型冲孔拼装盒塑料接线盒开关插座暗盒PVC阻燃电线盒带耳通用厚,https://item.taobao.com/item.htm?id=621900737907,布拉格旅,7,,13575661390,0,0,0,0,5.0分,高于100.00%,5.0分,高于100.00%,5.0分,高于100.00%,,,0,
淘宝,源于自然养生坊灵芝,https://shop36412491.taobao.com/,桑黄灵芝野生桑黄一斤桑黄野生灵芝妈妈用了六年桑黄孔菌,https://item.taobao.com/item.htm?id=7380985023,biezhe,13,,13480997084,0,0,0,0,4.98分,高于89.51%,4.9825分,高于89.33%,4.9775分,高于85.76%,,,0,
淘宝,上海穆勒四通电气,https://shop144081500.taobao.com/,人民电器RDM5塑壳断路器赢领系列400A空气开关630A空开三相四线,https://item.taobao.com/item.htm?id=625131161837,狗要理包子,9,,15888222373,0,0,0,0,4.84656分,低于1.37%,4.83069分,低于1.86%,4.82759分,低于1.90%,,,0,
淘宝,海西家,https://shop60893383.taobao.com/,一袋5斤包邮 福建特产红山楂 红蜜山楂 山楂果蜜饯休闲零食2500克,https://item.taobao.com/item.htm?id=5799477859,zlz832,13,,15606070240,0,0,0,0,4.82897,高于10.30%,4.86196,高于15.82%,4.86213分,高于12.73%,,,0,
企业,美洁尔洗化,https://shop63202269.taobao.com/,洗洁精浓缩粉大桶洗洁精原料粘稠型不伤手1箱24袋批发包邮促销,https://item.taobao.com/item.htm?id=21774547574,njmjj100,15,4000257696,13611589556,0,0,0,0,4.78633,低于0.69%,4.81916,持平0.48%,4.81647分,低于0.65%,,,0,
淘宝,希美仑,https://shop70692447.taobao.com/,孕妇装连衣裙夏季小个子时尚洋气显瘦不显怀,https://item.taobao.com/item.htm?id=639035039071,希美仑,13,,13610373214,0,0,0,0,4.79583分,低于0.71%,4.82917分,低于0.60%,4.85833分,持平0.17%,,广东 广州,0,
企业,天正蓝校服企业店,https://shop149470256.taobao.com/,天正蓝幼儿园园服春秋装英伦学院风儿童班服毛衣棉小学生校服套装,https://item.taobao.com/item.htm?id=558190310187,天正蓝校服,13,13679788515,13500016781,0,0,0,0,4.98389,高于90.52%,4.98561,高于89.86%,4.98458分,高于88.44%,,,0,
淘宝,德力西金越形象店,https://shop65784265.taobao.com/,德力西CDM1-/3300塑壳断路器160A250A400A630A空气开关3P 4P配电,https://item.taobao.com/item.htm?id=620278962148,xxiao2007,6,,13399836196,0,0,0,0,5.0,高于100.00%,5.0,高于100.00%,5.0分,高于100.00%,,,0,
淘宝,建安工业,https://shop68416006.taobao.com/,老人起床助力扶手床边扶手护栏起床助力扳手方便老人起床起夜工具,https://item.taobao.com/item.htm?id=569873743575,chengyong1001,10,,15324326988,0,0,0,0,4.93182,高于20.99%,4.91942,持平0.10%,4.94421分,高于29.43%,,,0,
淘宝,焱焱战魂户外,https://shop260935552.taobao.com/,包邮户外保暖棉衣军绿棉衣套装劳保棉衣长袖圆领秋冬棉衣棉裤,https://item.taobao.com/item.htm?id=564996123390,c陈华成,10,,18571715544,0,0,0,0,4.74074分,低于2.17%,4.77778分,低于1.84%,4.78395分,低于1.75%,,,0,
淘宝,店主很红原创设计师品,https://shop122861117.taobao.com/,2021春秋薄款连帽宽松bf慵懒风卫衣女士韩版中长款上衣ins外套潮,https://item.taobao.com/item.htm?id=566162071665,店主很红,15,,18958165076,0,0,0,0,4.817分,持平0.24%,4.87183分,高于7.18%,4.87389分,高于4.66%,,,0,
淘宝,三阳电子销售中心,https://shop185810545.taobao.com/,包邮饮水机水龙头水嘴配件通用大号水嘴冷热水嘴开关茶吧机净水机,https://item.taobao.com/item.htm?id=557941450121,三阳电子销售中心,14,18653457165,18653457165,0,0,0,0,4.82787,低于0.65%,4.85031,低于0.51%,4.84346分,低于0.74%,,,0,
淘宝,美丝梦莎品牌窗帘布艺,https://shop63626609.taobao.com/,奢华法式高档飘窗全遮光拼接成品窗帘布加厚绒布欧式客厅双层窗户,https://item.taobao.com/item.htm?id=562508048198,gp一枝梅,10,,15925842488,0,0,0,0,4.79452分,低于0.51%,4.80365分,低于0.79%,4.79452分,低于1.10%,,,0,
淘宝,领祥电子厂家直销,https://shop68203757.taobao.com/,领祥|6*6*5MM轻触开关贴片无声按钮硅胶开关无声按键/微动6x6x5mm,https://item.taobao.com/item.htm?id=36563483621,zoxmow,15,0577-62325288,18668732288,0,0,0,0,4.95463分,高于67.76%,4.94828分,高于58.69%,4.93418分,高于45.46%,,,0,
淘宝,魅力度,https://shop59556120.taobao.com/,新款羽绒裤女外穿高腰萝卜小脚裤双面加厚保暖白鸭绒棉裤显瘦冬裤,https://item.taobao.com/item.htm?id=559416488861,魅力度,12,,15036154356,0,0,0,0,4.82239分,持平0.12%,4.8518分,持平0.21%,4.87629分,高于6.48%,,,0,
淘宝,玫瑰情园家居,https://shop104898005.taobao.com/,欧式转椅老板椅护腰书椅真皮商务电脑椅办公椅家用实木书房靠背椅,https://item.taobao.com/item.htm?id=560166137834,玫瑰情园家居,11,18934388828,18934388829,0,0,0,0,4.98744,高于85.44%,4.98744,高于83.83%,4.98604分,高于82.34%,,,0,
淘宝,新区龙氏达电子商行,https://shop65752102.taobao.com/,KCD7-212N船型开关6脚4脚30A2档带灯大功率KCD4小型翘板电源按钮,https://item.taobao.com/item.htm?id=19147457951,l龙氏达电子,12,,13861813071,0,0,0,0,4.87352,高于10.07%,4.88933,高于11.47%,4.86759分,持平0.24%,,,0,
淘宝,凤凰智能遥控开关,https://shop58677972.taobao.com/,小度语音控制器小爱开关小艺智能易微联wifi手机无线遥控开关灯,https://item.taobao.com/item.htm?id=625107246482,真诚实意hao,12,13415436360,18666503807,0,0,0,0,4.91071,持平0.10%,4.88916,低于0.67%,4.88786分,低于0.67%,,,0,
企业,棉麻记文艺复古女装馆,https://shop34828583.taobao.com/,【三生三世】棉麻记汉服网纱长裙子2021夏季新款修身收腰连衣裙女,https://item.taobao.com/item.htm?id=546928789672,我是阿棉,15,18569917169,,0,0,0,0,4.86981,高于24.15%,4.88454,高于16.38%,4.89387分,高于19.77%,,,0,
淘宝,深圳市彬科电子,https://shop100158394.taobao.com/,台湾SALECOM钮子开关TS-6-TE1R-H 3脚2档1.5A/250V 侧插卧式90度,https://item.taobao.com/item.htm?id=538028194778,彬科电子,8,0755-83006989,13530022997,0,0,0,0,5.0分,高于100.00%,4.83333分,低于0.85%,5.0分,高于100.00%,,,0,
淘宝,上海德力西线上商城,https://shop72612204.taobao.com/,施耐德空气开关1p2p小型断路器空开家用总开关电源原装正品32A63A,https://item.taobao.com/item.htm?id=548679536699,我是蛋蛋ailsa,12,,13060000575,0,0,0,0,4.87705分,低于0.75%,4.87705分,低于0.92%,4.88798分,低于0.67%,,,0,
淘宝,朝阳益智拼组玩具,https://shop62198829.taobao.com/,手工船模型拼装军舰海军仿真辽宁号航母战舰模辽宁舰积木航空母舰,https://item.taobao.com/item.htm?id=563359315105,仙人掌de世界,15,,18998108535,0,0,0,0,4.82107,持平0.19%,4.86591,高于5.52%,4.86142分,持平0.11%,,,0,
淘宝,禅意歌者何梵思   自,https://shop34574621.taobao.com/,提花纯棉绑带改良汉服汉元素古风女装连衣裙日常古筝茶人服 米色,https://item.taobao.com/item.htm?id=546725674139,huhexiaobai,13,,13510906942,0,0,0,0,4.92541分,高于56.54%,4.94703分,高于61.64%,4.94811分,高于60.77%,,,0,
淘宝,便民卡券折扣店,https://shop36529858.taobao.com/,上海公共交通卡一卡通公交地铁卡100//200/300/500/1000元送卡套,https://item.taobao.com/item.htm?id=552849681277,便民卡券折扣店,12,021-63062038,13501866758,0,0,0,0,4.97084分,高于78.90%,4.9777分,高于81.20%,4.96226分,高于67.17%,,,0,
企业,神洲狐狸品牌店,https://shop70354407.taobao.com/,六一儿童小荷风采蒲公英的远行演出服舞蹈服装蒲公英的约定表演服,https://item.taobao.com/item.htm?id=566857192072,服装大卖场韩变,13,0530-3858981,13853007397,0,0,0,0,4.9424,高于66.09%,4.9447,高于61.03%,4.94931分,高于62.00%,,,0,
淘宝,The one 寿司饭团材料,https://shop103659231.taobao.com/,台湾饭团材料肉松米棒真圆粢饭烘培糕点紫菜卷寿司手抓饼2.5kg,https://item.taobao.com/item.htm?id=554747940867,cxinxin1111,14,13690709268,,0,0,0,0,4.88305,高于35.25%,4.90733,高于41.18%,4.90733分,高于39.08%,,,0,
企业,亚马逊家居工厂,https://shop107164715.taobao.com/,落地书架 创意客厅立书架真树纯实木展示架可定制,https://item.taobao.com/item.htm?id=561649631094,铁儿范,12,,13959912982,0,0,0,0,4.84673,低于1.36%,4.86809,低于1.10%,4.88693分,低于0.69%,,,0,
淘宝,上海电器实体店,https://shop101236016.taobao.com/,正泰nxb家用小型断路器空气开关电闸跳闸短路器1P2P3P4P63a32a40a,https://item.taobao.com/item.htm?id=534822250311,上海正泰代理,13,021-69120167,15900631904,0,0,0,0,4.88212分,低于0.64%,4.8723分,低于1.02%,4.86248分,低于1.19%,,,0,
淘宝,汕头翡凡窗饰,https://shop104076786.taobao.com/,爵卡 简欧精致飘窗小挂球窗帘绑带绑绳 精品窗纱流苏挂穗吊球一对,https://item.taobao.com/item.htm?id=542070109646,翡凡窗饰,12,,18023264852,0,0,0,0,4.8439分,高于13.63%,4.87805分,高于22.76%,4.90244分,高于35.94%,,,0,
淘宝,格尔瑞电子,https://shop34422567.taobao.com/,供应原装进口ALCO MPS-203N 3A 125V 按钮开关带锁型钮子开关,https://item.taobao.com/item.htm?id=561114415584,limge123,9,0755-82976685,13691781811,0,0,0,0,5.0分,高于100.00%,5.0分,高于100.00%,5.0分,高于100.00%,,,0,
淘宝,小九妹黄酒馆,https://shop110291074.taobao.com/,包邮 古越龙山 鉴湖 黄酒十年原酿 10年绍兴花雕酒 500ml*6,https://item.taobao.com/item.htm?id=528219882933,小九妹黄酒馆,11,,13175277046,0,0,0,0,4.93596分,高于66.41%,4.91133分,高于45.93%,4.92118分,高于50.11%,,,0,
企业,以若电气批发中心,https://shop105242224.taobao.com/,nxb-63正泰4p2p63a空气开关断路器2p1p100a安空开16a32a125a50a,https://item.taobao.com/item.htm?id=570017342865,leoshime357,11,,13918087711,0,0,0,0,4.91869,高于5.75%,4.91869,持平0.10%,4.91009分,持平0.22%,,,0,
淘宝,突破户外商城,https://shop71800716.taobao.com/,UPF50+专业防晒衣女防紫外线uv冰丝防晒服202021新款夏透气短外套,https://item.taobao.com/item.htm?id=566534837997,宗佳明1987,13,,15075653351,0,0,0,0,4.71413分,低于2.72%,4.81739分,低于1.02%,4.8337分,低于0.73%,,,0,
企业,深圳市卓越世嘉科技企,https://shop159444319.taobao.com/,30A电焊机开关电源船型开关KCD4带灯4脚6脚取暖器烤炉大功率16A,https://item.taobao.com/item.htm?id=619872635035,深圳卓越世嘉科技企业店,14,,15989371325,0,0,0,0,4.87633,高于12.13%,4.8926,高于14.22%,4.8847分,高于4.47%,,,0,
企业,果VC,https://shop69889278.taobao.com/,海南西州蜜哈密瓜 1颗 3斤+ 新鲜水果 保证脆甜 不甜退款,https://item.taobao.com/item.htm?id=573796621232,天通苑水果网,16,010-57146440,13269033592,0,0,0,0,4.86657,高于30.20%,4.90999,高于45.16%,4.91838分,高于48.31%,,,0,
淘宝,星视威讯科技,https://shop105412599.taobao.com/,床头开关 大功率线上控按钮中途风扇手捏小开关电台灯LED墙壁开关,https://item.taobao.com/item.htm?id=596568707229,sunshine2010_01,12,13424394502,13423988663,0,0,0,0,4.91336分,持平0.10%,4.9278分,高于7.05%,4.91155分,持平0.19%,,,0,
淘宝,允尚家具,https://shop36887671.taobao.com/,书柜书架简约现代储物柜子黑胡桃木两门三门中式书房实木家具套装,https://item.taobao.com/item.htm?id=545394093561,心动迷你屋,11,,15190550102,0,0,0,0,4.97222,高于67.81%,4.97619,高于69.35%,4.97222分,高于64.86%,,,0,
淘宝,埃可米 ACME 口哨,https://shop130548027.taobao.com/,【官方源头】英国埃可米ACME口哨1916一战警笛金属口哨子时尚饰品,https://item.taobao.com/item.htm?id=566389648681,小柒当当,11,,15869392008,0,0,0,0,4.78906分,低于1.18%,4.86406分,持平0.10%,4.89063分,高于16.42%,,,0,
淘宝,多啦爱梦儿童城,https://shop100229386.taobao.com/,六一儿童新品手工DIY制作粘贴首饰盒卡通kitty收纳盒女孩玩具礼物,https://item.taobao.com/item.htm?id=569426237574,女孩妍妍4,13,,18256519592,0,0,0,0,4.83307,高于1.73%,4.89557,高于26.41%,4.91139分,高于33.56%,,,0,
淘宝,天正电气批发商城,https://shop61855885.taobao.com/,天正TGM1 NM1 CDM1 RM1塑壳断路器3P空气开关4P100A 250A630A400A,https://item.taobao.com/item.htm?id=602318382349,世峰电料批发,14,18858919232,15088996151,0,0,0,0,4.91934,高于6.52%,4.9227,持平0.49%,4.90807分,持平0.26%,,,0,
淘宝,SOSO全球母婴店,https://shop553897206.taobao.com/,[SOSO全球]韩国K MOM抗菌收纳袋 密封袋儿童宝宝衣物餐具便携整理,https://item.taobao.com/item.htm?id=557786439280,qtools_hz,13,18157139166,15355031595,0,0,0,0,4.9249,高于55.79%,4.9249,高于47.08%,4.9249分,高于43.70%,,,0,
淘宝,芬芳布艺馆,https://shop207484811.taobao.com/,冰箱巾盖布欧式对开门单双开门现代简约刺绣布艺家用防尘罩冰箱罩,https://item.taobao.com/item.htm?id=568526600387,hzf196601,12,,18963186092,0,0,0,0,4.89904分,高于44.10%,4.93269分,高于57.28%,4.94071分,高于61.02%,,,0,
淘宝,绿色河源特产,https://shop60263501.taobao.com/,望郎回板栗8包装新鲜东源即食炒板栗子盒装礼品厂家直销河源特产,https://item.taobao.com/item.htm?id=558458563975,河源绿色土特产,15,,18923691679,0,0,0,0,4.81252,高于1.92%,4.84803,高于7.40%,4.85344分,高于7.19%,,,0,
淘宝,风家窄众女装 一个时,https://shop143702550.taobao.com/,风家窄众 雕刻身形 精准塑腰身圆领弹力显瘦坑条羊毛针织裙QZ0651,https://item.taobao.com/item.htm?id=557994740751,fengjiazhaizhong,17,18666200732,,0,0,0,0,4.88666分,高于33.95%,4.91561分,高于38.84%,4.91439分,高于35.23%,,,0,
淘宝,半道门环球潮流馆,https://shop33576650.taobao.com/,韩国文具monopoly高级皮革8寸覆膜家庭5相册6相簿宝宝写真7影集,https://item.taobao.com/item.htm?id=547978084249,ouryoung,18,021-61315115,13651758756,0,0,0,0,4.91017分,高于36.17%,4.93419分,高于47.44%,4.9334分,高于44.82%,,,0,
淘宝,南京启航电子科技,https://shop59444882.taobao.com/,1000米开关字遥控家用无线电源智能遥控开关220V灯具控制器,https://item.taobao.com/item.htm?id=17931045087,时尚服装睡衣优惠店,10,,18951775946,0,0,0,0,4.896分,持平0.36%,4.912分,持平0.21%,4.912分,持平0.18%,,,0,
淘宝,上海凯蓝电子电气商城,https://shop109060893.taobao.com/,KCD4 6脚3档自复位 双向箭头 无锁船型开关 正反转开关 31X25mm,https://item.taobao.com/item.htm?id=535472374488,lijingxue888,16,0577-27886978,13088676868,0,0,0,0,4.90263分,高于30.82%,4.9079分,高于26.44%,4.90343分,高于19.99%,,,0,
淘宝,嘿马七作原创男装工作,https://shop105118180.taobao.com/,嘿马七作原创冬季男加绒加棉加厚运动裤束脚裤小脚收脚卫裤纯色潮,https://item.taobao.com/item.htm?id=559019498111,eleven11wt,17,,17767136541,0,0,0,0,4.8329分,高于2.62%,4.88326分,高于15.40%,4.88238分,高于11.01%,,,0,
淘宝,伯利恒演出服饰,https://shop70233922.taobao.com/,藏族舞蹈鞋舞蹈靴子男蒙古鞋新疆舞靴少数民族长筒女靴子高跟,https://item.taobao.com/item.htm?id=559701304467,yuankuimm,12,,15615141415,0,0,0,0,4.80622分,低于0.82%,4.83453分,低于0.67%,4.83213分,低于0.76%,,,0,
企业,品牌开关插座批发商,https://shop510279882.taobao.com/,西门子开关插座远景雅白色五孔插座带USB单开三开双控16A插座面板,https://item.taobao.com/item.htm?id=594847562369,品牌开关插座批发商,11,17502119779,17710859220,0,0,0,0,4.9393,高于29.66%,4.9361,高于17.74%,4.944分,高于29.17%,,,0,
淘宝,国际电子电工电器城,https://shop61953666.taobao.com/,正泰漏电断路器家用空气开关 漏电保护空开NXB漏电NXBLE（DZ47LE),https://item.taobao.com/item.htm?id=624206255157,骑牛买东西,13,0577-62858815,18969728815,0,0,0,0,4.86842,高于6.51%,4.8808,高于4.80%,4.85604分,持平0.48%,,,0,
企业,好睡眠天然乳胶体验馆,https://shop123486111.taobao.com/,天然乳胶床垫5cm泰国进口10cm双人席梦思榻榻米床垫1.8m床褥子1.5,https://item.taobao.com/item.htm?id=547856816754,好睡眠天然乳胶,12,,18666553670,0,0,0,0,4.85514,高于19.85%,4.86916,高于17.13%,4.88318分,高于23.29%,,,0,
淘宝,龙嘉盛电子元器件商城,https://shop73476191.taobao.com/,30A电焊机KCD4船型开关4脚大电流大功率两相电源翘板2档带灯250V,https://item.taobao.com/item.htm?id=596102599751,重修好多年,13,,18318933998,0,0,0,0,4.91951分,高于42.81%,4.91678分,高于33.54%,4.91405分,高于28.78%,,,0,
企业,凱勝門企业店,https://shop70908586.taobao.com/,自动门机组电动玻璃感应门平移推拉开门控制器玻璃双开门电机全套,https://item.taobao.com/item.htm?id=580217730818,恒安电子门禁,9,,17807656320,0,0,0,0,4.9898,高于88.18%,4.97959,高于73.73%,4.9949分,高于93.55%,,,0,
淘宝,心梦 天使,https://shop71017630.taobao.com/,COS万圣节瘟疫医生服装  暗黑地牢英雄服 乌鸦嘴医生舞台表演服装,https://item.taobao.com/item.htm?id=559599679496,心怡h2008,12,15316349299,13062688068,0,0,0,0,4.79187分,低于1.32%,4.84228分,低于0.72%,4.89593分,高于14.28%,,,0,
淘宝,青丝坊专业美发,https://shop10173516.taobao.com/,正品行货 资生堂芯护理道芳氛头皮洗发水1000ml舒缓调理控油去屑,https://item.taobao.com/item.htm?id=41783671944,青丝坊,15,010-87185127,13501346183,0,0,0,0,4.92935分,高于53.46%,4.94032分,高于52.51%,4.93727分,高于48.50%,,,0,
淘宝,华丽SHOW欧美精品女装,https://shop34491422.taobao.com/,5003 秋冬新款羊毛红色连衣裙长袖大摆气质修身中长款礼裙女两色,https://item.taobao.com/item.htm?id=561221739448,ljk_clm,14,,13760612365,0,0,0,0,4.88542分,高于33.24%,4.89583分,高于24.56%,4.92708分,高于44.87%,,,0,
淘宝,格格工艺精品坊,https://shop143596502.taobao.com/,五毒布老虎民间工艺品中号老虎枕头宝宝纯手工玩具满月婴幼儿,https://item.taobao.com/item.htm?id=562505698122,悦悦20110725,11,,15877605500,0,0,0,0,4.90615分,持平0.15%,4.9288分,高于8.34%,4.91262分,持平0.17%,,,0,
淘宝,玩累了的孩子,https://shop33305506.taobao.com/,玩儿！前行吧！固特异布洛克款式雕花手工皮鞋男德比鞋真皮 9色入,https://item.taobao.com/item.htm?id=547845465747,玩累了的孩子,15,020-36317908,15302239302,0,0,0,0,4.81067分,持平0.37%,4.8239分,低于0.78%,4.83361分,低于0.70%,,,0,
淘宝,唯美纳生活馆,https://shop63161093.taobao.com/,油桶304不锈钢加厚密封储存食用花生油龙头运输用装油罐家用厨房,https://item.taobao.com/item.htm?id=559823010298,7月21日晴,14,,15920308413,0,0,0,0,4.84812分,高于15.91%,4.88844分,高于29.19%,4.8871分,高于25.78%,,,0,
淘宝,Toyest杂货铺,https://shop73122509.taobao.com/,[Toyest]正版比得兔模型玩偶彼得兔PeterRabbit玩具公仔手办摆件,https://item.taobao.com/item.htm?id=577904304866,toythegreat,13,,13213335455,0,0,0,0,4.89168分,高于24.76%,4.91442分,高于30.25%,4.90664分,高于23.10%,,,0,
淘宝,仙记银坊,https://shop59867972.taobao.com/,手工纯银项圈女999时尚简约短款锁骨颈圈宝宝项圈长命锁高端定制,https://item.taobao.com/item.htm?id=556748711400,快乐爱淘吧,16,0576-87726112,15990607425,0,0,0,0,4.84296分,持平0.33%,4.87226分,持平0.24%,4.87092分,持平0.38%,,,0,
淘宝,3G模型,https://shop33623862.taobao.com/,3G模型手办长谷川WeGo系列机器人附人偶免胶分色关节可动 N0.1-12,https://item.taobao.com/item.htm?id=571938051048,zhgroup,18,021-64052380,13817634768,0,0,0,0,4.95207分,高于66.71%,4.95905分,高于66.63%,4.94089分,高于51.31%,,,0,
淘宝,柳魅舞蹈服饰,https://shop36967694.taobao.com/,柳魅广场舞服装套装新款上衣莫代尔拉丁舞服女跳舞衣服舞蹈练功服,https://item.taobao.com/item.htm?id=568182985944,瑜美人之家,15,07722489067,13607802102,0,0,0,0,4.87208分,高于16.88%,4.89416分,高于20.31%,4.90224分,高于25.28%,,,0,
淘宝,HEFO品牌店,https://shop35867775.taobao.com/,HEFO正品波士顿纯牛皮女式牛皮包新款包豹纹手提斜跨包大中小女包,https://item.taobao.com/item.htm?id=544734904047,liyingchun19871210,12,02023379296,13434161936,0,0,0,0,4.92628分,高于57.05%,4.91026分,高于35.01%,4.94231分,高于56.39%,,,0,
淘宝,舞林传奇光电科技,https://shop72555161.taobao.com/,EL冷光线发光线荧光舞表演服衣服LED柔性冷光灯线荧光线圆形diy,https://item.taobao.com/item.htm?id=543855155005,tzcaiweitao,10,,15810263249,0,0,0,0,4.86275分,高于0.67%,4.86275分,持平0.38%,4.90196分,高于14.72%,,,0,
淘宝,AD职业女装1号店,https://shop115723774.taobao.com/,AD高端时尚西装套装女气质OL职业装女神范西服套裤正装工作服春季,https://item.taobao.com/item.htm?id=557979840190,ad职业女装1号店,12,059183587569,17750208331,0,0,0,0,4.92005,高于53.41%,4.93909,高于55.86%,4.95051分,高于62.56%,,,0,
淘宝,广州浩轩兵人模玩行,https://shop70919655.taobao.com/,现货1/6眼镜潮流眼镜 墨镜女式眼镜 适合12英寸兵人偶用模型配件,https://item.taobao.com/item.htm?id=607225985399,chenjunyang2011,13,,15915733257,0,0,0,0,4.91716,高于42.46%,4.93361,高于45.89%,4.93596分,高于47.25%,,,0,
淘宝,小张工作室原创,https://shop102174185.taobao.com/,中国象棋三国人物创意脸谱民族风北京特色送老外的礼物外国人礼品,https://item.taobao.com/item.htm?id=543934871568,小张工作室原创,15,13488816637,18600170556,0,0,0,0,4.82289分,低于1.85%,4.84677分,低于1.54%,4.86169分,低于1.20%,,,0,
淘宝,舞者之会,https://shop35540561.taobao.com/,男拉丁舞衣 摩登舞服国标舞服交谊舞服 练功服广场舞服舞蹈练功服,https://item.taobao.com/item.htm?id=39038286808,dmjue,13,,13724224201,0,0,0,0,4.81076分,低于0.73%,4.83302分,低于0.70%,4.8423分,低于0.55%,,,0,
企业,艺贝玩具实业,https://shop61154116.taobao.com/,定制            来图定做卡通人偶服装 定制卡通服装 订做动漫行走人偶道具服,https://item.taobao.com/item.htm?id=555037239063,lpbase,10,18688474125,18684854871,0,0,0,0,4.93069,高于59.20%,4.94059,高于58.14%,4.94059分,高于55.46%,,,0,
淘宝,金童玉女古装,https://shop117361889.taobao.com/,儿童古装男童汉服汉唐朝黄皇帝上大王太子龙袍摄影写真表演出服装,https://item.taobao.com/item.htm?id=566218945593,金童玉女古装,11,,18362648084,0,0,0,0,4.83212,高于1.18%,4.86861,高于7.42%,4.83942分,低于0.56%,,,0,
