类型,店铺名,店链接,商品名,商品链接,旺旺名,信用,电话1,电话2,销量,中评,差评,好评率,描述,描述同比,服务,服务同比,物流,物流同比,公司名,所在地,类目Id,类目
淘宝,芭雅舞蹈服总店,https://shop67954997.taobao.com/,广场舞服装新款套装中国舞蹈运动短裙曳步舞健身服工装裤套装夏季,https://item.taobao.com/item.htm?id=618269832432,湖南省芭雅服饰,13,0737-6111506,18973736623,0,0,0,0,4.92827分,高于53.39%,4.93671分,高于52.35%,4.93671分,高于51.62%,,,0,
企业,青枫食品,https://shop63818315.taobao.com/,洪濑鸡爪红毛食品福建泉州特产鸡爪香辣卤香卤鸡爪包邮,https://item.taobao.com/item.htm?id=566674011168,青枫名韵,16,,18120852675,0,0,0,0,4.81944,高于5.30%,4.859,高于14.01%,4.86041分,高于11.65%,,,0,
淘宝,昨日田园,https://shop35286052.taobao.com/,欧式乡村复古做旧烛台烛光晚餐道具家居浪漫灯蜡烛台婚庆四头铁艺,https://item.taobao.com/item.htm?id=561276217546,happyxiaoqianqian,14,,15861328921,0,0,0,0,4.76112分,低于3.11%,4.82702分,低于1.94%,4.86161分,低于1.21%,,,0,
淘宝,木秀流年家具工厂店,https://shop62498056.taobao.com/,家用梯子椅子 折叠椅楼梯椅梯子椅 实木梯凳楼梯椅 凳子木梯梯凳,https://item.taobao.com/item.htm?id=530798717253,meng448,10,,13161288816,0,0,0,0,4.96789,高于62.79%,4.97248,高于64.57%,4.97248分,高于65.19%,,,0,
淘宝,龙祺轩家具工厂店,https://shop110115255.taobao.com/,欧式卧室皮沙发凳床尾收纳凳换鞋凳实木简约现代长方形客厅储物凳,https://item.taobao.com/item.htm?id=561853432743,l袁龙,9,,15850020692,0,0,0,0,4.96591分,高于60.49%,4.97159分,高于63.43%,4.97159分,高于64.07%,,,0,
淘宝,晶豪服饰666,https://shop102342763.taobao.com/,儿童啦啦队啦啦操演出服装健美操舞蹈拉拉队小学生比赛运动会服装,https://item.taobao.com/item.htm?id=605395205437,晶豪服饰666,11,,15153013083,0,0,0,0,4.83333分,高于1.88%,4.83333分,低于0.51%,4.875分,高于6.31%,,,0,
企业,海蒂的花园 成都总店,https://shop57101936.taobao.com/,海蒂的花园 莫里斯爬藤欧月丰花月季做花墙拱门长势好大苗,https://item.taobao.com/item.htm?id=565140961440,邱亚敏,17,028-64700493,13689055709,0,0,0,0,4.88613,高于17.59%,4.91035,高于24.43%,4.89998分,高于13.00%,,,0,
淘宝,厨呱呱食品,https://shop101385964.taobao.com/,正宗顺德火焰醉鹅酱料桶装12斤秘制焖鹅酱汁配方火锅料调味酱商用,https://item.taobao.com/item.htm?id=550896848166,gzccq16888,12,13480241811,13480241811,0,0,0,0,4.84666,高于19.57%,4.86678,高于18.76%,4.86848分,高于16.75%,,,0,
淘宝,一力米灰 定制女鞋,https://shop110926899.taobao.com/,一力米灰2021新款一字扣带露趾粗跟百搭晚晚凉鞋女真皮中跟鞋女夏,https://item.taobao.com/item.htm?id=554131488522,我小圈圈,17,028-64700882,17381963808,0,0,0,0,4.71595分,低于2.33%,4.76513分,低于1.99%,4.7928分,低于1.54%,,,0,
淘宝,华安淘舞衣馆,https://shop34657125.taobao.com/,秋冬广场舞服装新款套装曳步舞衣服运动休闲减龄短款纯棉女工装裤,https://item.taobao.com/item.htm?id=630327198383,lellen56,13,,13557930215,0,0,0,0,4.88344分,高于24.18%,4.88957分,高于16.81%,4.8773分,高于6.16%,,,0,
淘宝,云南普洱茶 云南金璞,https://shop104727487.taobao.com/,云南普洱茶 醇正勐海陈香宫廷 普洱散茶 熟茶 1000克 木盒装 包邮,https://item.taobao.com/item.htm?id=22436771378,云南金璞号,11,,15887051592,0,0,0,0,4.88189,高于38.05%,4.90551,高于42.38%,4.88976分,高于30.22%,,,0,
淘宝,joyful09,https://shop59522052.taobao.com/,加厚儿童塑料桌椅 幼儿园学习桌椅 宝宝游戏餐桌椅玩具桌（桌价）,https://item.taobao.com/item.htm?id=568762737993,joyful09,13,18657655573,18657655573,0,0,0,0,4.8125,低于2.06%,4.8375,低于1.72%,4.8875分,低于0.68%,,,0,
企业,鸿浩厨房用品店,https://shop104598115.taobao.com/,山西面食工具 抿蝌蚪 抿豆面 抿圪斗手动压面器 蝌蚪面不锈钢抿床,https://item.taobao.com/item.htm?id=554143883748,长鸿1987,14,0663-8700345,13380576705,0,0,0,0,4.84577,高于14.61%,4.85572,高于8.42%,4.84743分,持平0.10%,,,0,
淘宝,Red dancer舞蹈服饰,https://shop101770095.taobao.com/,古典舞练功服渐变民族身韵演出专业女成人中国舞纱衣舞蹈服装瑜伽,https://item.taobao.com/item.htm?id=638375782967,小核桃_00,15,,15207304335,0,0,0,0,4.83964分,持平0.13%,4.86758分,持平0.30%,4.86457分,持平0.10%,,,0,
淘宝,简舞舞蹈用品,https://shop35502059.taobao.com/,包邮纯棉舞蹈练功服上衣成人男女舞字衫广场舞健美操印字宽松短袖,https://item.taobao.com/item.htm?id=530932133349,lizhen2008abc,13,0539-7169983,13869983184,0,0,0,0,4.84397分,持平0.10%,4.86525分,持平0.10%,4.85579分,持平0.28%,,,0,
淘宝,焱焱战魂户外,https://shop260935552.taobao.com/,包邮户外保暖棉衣军绿棉衣套装劳保棉衣长袖圆领秋冬棉衣棉裤,https://item.taobao.com/item.htm?id=564996123390,c陈华成,10,,18571715544,0,0,0,0,4.74074分,低于2.17%,4.77778分,低于1.84%,4.78395分,低于1.75%,,,0,
淘宝,大哥哥家,https://shop109330645.taobao.com/,2021新款尖头大红色5cm高跟鞋细跟方扣香槟色单鞋女绿色新娘婚鞋,https://item.taobao.com/item.htm?id=560568376733,5201314gqiy,13,15018089015,15018089015,0,0,0,0,4.85537分,高于15.74%,4.8853分,高于16.93%,4.90241分,高于26.22%,,,0,
淘宝,赞美真丝布料店,https://shop72708867.taobao.com/,100%重磅桑蚕丝真丝面料布料素绉缎重磅柔软真丝服装零布称斤处理,https://item.taobao.com/item.htm?id=563974520848,百小事可小乐,15,,18657621609,0,0,0,0,4.86965分,高于27.88%,4.90821分,高于41.86%,4.91915分,高于46.91%,,,0,
淘宝,好自然家饰生活馆,https://shop34257313.taobao.com/,欧式刺绣蕾丝饮水机罩套 立式饮水机两件套 高档桶装水防尘罩子,https://item.taobao.com/item.htm?id=561240941642,酷酷牛仔仔,15,028-83465718,13980649873,0,0,0,0,4.79139分,低于0.58%,4.83223分,持平0.20%,4.83664分,持平0.23%,,,0,
淘宝,啊咿哇呀的小店,https://shop127206170.taobao.com/,正品现货美国POLO Ralph Lauren儿童男童装圆领毛衣针织衫,https://item.taobao.com/item.htm?id=595236119326,ayiwaya,10,,13915508215,0,0,0,0,4.90071,高于41.55%,4.9078,高于35.03%,4.9078分,高于30.88%,,,0,
淘宝,创意之富,https://shop109564129.taobao.com/,大红酸枝多宝阁红木博古架实木中式小摆件展示架雕花茶具架古董架,https://item.taobao.com/item.htm?id=544114532543,创意之富,11,,13705968282,0,0,0,0,4.99734分,高于96.92%,4.99734分,高于96.58%,4.99468分,高于93.27%,,,0,
淘宝,松友家居工厂店,https://shop110888186.taobao.com/,松友儿童学习桌实木儿童书桌儿童桌椅套装小学生写字桌作业桌家用,https://item.taobao.com/item.htm?id=541764294532,松友家居,13,18366081531,15562044411,0,0,0,0,4.88949分,持平0.49%,4.91304分,持平0.19%,4.85145分,低于1.41%,,,0,
淘宝,爱上舞舞蹈演出服,https://shop110149946.taobao.com/,拉拉队服装 韩国april女团同款打歌服啦啦操爵士舞蹈ds演出表演服,https://item.taobao.com/item.htm?id=602222181021,爱上舞舞蹈演出服66,12,13455448730,,0,0,0,0,4.83333分,高于1.89%,4.85分,持平0.17%,4.85分,持平0.34%,,,0,
淘宝,看山,https://shop33781194.taobao.com/,2020年知春古树红茶 早春头采500克凤庆功夫滇红散茶中焙高香包邮,https://item.taobao.com/item.htm?id=558543596105,小路猪猪,12,,13678781601,0,0,0,0,4.93191,高于64.29%,4.9461,高于67.13%,4.94894分,高于67.68%,,,0,
淘宝,美丽天使舞蹈艺术服饰,https://shop71478592.taobao.com/,秧歌服装演出服女成人2020新款中老年扇子舞民族舞蹈广场舞服套装,https://item.taobao.com/item.htm?id=576654237401,tb5107658_2011,12,15265009299,15865107658,0,0,0,0,4.91989,高于53.33%,4.92818,高于47.99%,4.91989分,高于39.44%,,,0,
淘宝,小怡家演出服批发,https://shop69840877.taobao.com/,爵士舞服装女跳舞衣服舞蹈服宽松显瘦现代舞练功服学生jazz套装潮,https://item.taobao.com/item.htm?id=625166163978,林香格时尚男装,12,,13860788795,0,0,0,0,4.86914分,高于23.76%,4.88889分,高于19.53%,4.91852分,高于38.40%,,,0,
企业,童乐城工厂直销金冠店,https://shop105676962.taobao.com/,儿童蒙氏早教玩具蒙特梭利教具幼儿1-2-3岁宝宝婴儿积木益智男孩,https://item.taobao.com/item.htm?id=44357902689,童乐城木制玩具,18,,18005791469,0,0,0,0,4.80645,持平0.49%,4.85186,持平0.13%,4.86227分,持平0.10%,,,0,
淘宝,百森办公文教用品商店,https://shop105963288.taobao.com/,A3皮纹纸230克彩色皮纹卡纸A3++皮纹纸 装订彩纸装订封面纸,https://item.taobao.com/item.htm?id=544209941411,北京百森办公配送,17,13366644536,15201114373,0,0,0,0,4.85673分,持平0.10%,4.87872分,高于3.23%,4.8765分,持平0.10%,,,0,
淘宝,格格工艺精品坊,https://shop143596502.taobao.com/,五毒布老虎民间工艺品中号老虎枕头宝宝纯手工玩具满月婴幼儿,https://item.taobao.com/item.htm?id=562505698122,悦悦20110725,11,,15877605500,0,0,0,0,4.90615分,持平0.15%,4.9288分,高于8.34%,4.91262分,持平0.17%,,,0,
淘宝,仙记银坊,https://shop59867972.taobao.com/,手工纯银项圈女999时尚简约短款锁骨颈圈宝宝项圈长命锁高端定制,https://item.taobao.com/item.htm?id=556748711400,快乐爱淘吧,16,0576-87726112,15990607425,0,0,0,0,4.84217分,持平0.34%,4.87132分,持平0.26%,4.86984分,持平0.39%,,,0,
淘宝,微纳家居日本进口家居,https://shop109433684.taobao.com/,韩国洗衣机槽清洗剂滚筒全自动波轮杀菌消毒除垢清洁粉通用 3包装,https://item.taobao.com/item.htm?id=563527912141,tb29353269,18,18957987575,18957987575,0,0,0,0,4.84637,高于14.99%,4.87933,高于23.57%,4.87681分,高于19.11%,,,0,
淘宝,春天户外家具,https://shop106328860.taobao.com/,户外烧烤桌椅家用木炭架烧烤炉庭院花园露天铁艺休闲室外铸铝桌椅,https://item.taobao.com/item.htm?id=547801724153,amt9966,12,18676508252,,0,0,0,0,4.95883分,高于52.29%,4.96516分,高于55.15%,4.95249分,高于39.91%,,,0,
淘宝,康特居,https://shop100384520.taobao.com/,实木书桌1.2米1.4电脑桌原木水曲柳写字台简约中式家用台式办公桌,https://item.taobao.com/item.htm?id=528633263566,清水石头01,11,15262498469,18762871190,0,0,0,0,4.94488,高于36.12%,4.94488,高于29.04%,4.91339分,持平0.15%,,,0,
淘宝,魅力度,https://shop59556120.taobao.com/,新款羽绒裤女外穿高腰萝卜小脚裤双面加厚保暖白鸭绒棉裤显瘦冬裤,https://item.taobao.com/item.htm?id=559416488861,魅力度,12,,15036154356,0,0,0,0,4.82239分,持平0.12%,4.8518分,持平0.21%,4.87629分,高于6.48%,,,0,
淘宝,原味坊烘焙五谷现磨豆,https://shop58290714.taobao.com/,熟五谷豆浆原料 熟黑豆5斤装 低温烘焙现磨豆浆散装配料五谷杂粮,https://item.taobao.com/item.htm?id=566796553502,wuxue0907,13,18923444192,18520895560,0,0,0,0,4.87589分,高于34.91%,4.90692分,高于43.24%,4.88902分,高于29.76%,,,0,
淘宝,爱尚美表演服装,https://shop103540253.taobao.com/,幼儿园儿童团体拉拉队服秋冬小学生运动会开幕啦啦操演出班服装夏,https://item.taobao.com/item.htm?id=633734140686,以客为尊质量保证,10,13544661862,13544661862,0,0,0,0,5.0分,高于100.00%,5.0分,高于100.00%,5.0分,高于100.00%,,,0,
企业,小圆妈妈,https://shop105133654.taobao.com/,单本咨询 圆妈推荐4本启蒙幼儿宝宝昆虫益智故事书绘本男女孩礼物,https://item.taobao.com/item.htm?id=556399291071,猪肉馅饼77,14,,13502859108,0,0,0,0,4.83898,高于5.22%,4.87737,高于13.59%,4.87238分,高于4.33%,,,0,
企业,橘子摇摇,https://shop36742625.taobao.com/,健身上衣女紧身性感长袖运动T恤速干衣跑步健身房专业瑜伽服春秋,https://item.taobao.com/item.htm?id=600987043664,mengya08,16,15831180992,15831180992,0,0,0,0,4.83026,持平0.33%,4.86204,持平0.11%,4.87037分,高于0.92%,,,0,
企业,好睡眠天然乳胶体验馆,https://shop123486111.taobao.com/,天然乳胶床垫5cm泰国进口10cm双人席梦思榻榻米床垫1.8m床褥子1.5,https://item.taobao.com/item.htm?id=547856816754,好睡眠天然乳胶,12,,18666553670,0,0,0,0,4.85514,高于19.85%,4.86916,高于17.13%,4.88318分,高于23.29%,,,0,
淘宝,汕头翡凡窗饰,https://shop104076786.taobao.com/,爵卡 简欧精致飘窗小挂球窗帘绑带绑绳 精品窗纱流苏挂穗吊球一对,https://item.taobao.com/item.htm?id=542070109646,翡凡窗饰,12,,18023264852,0,0,0,0,4.8439分,高于13.63%,4.87805分,高于22.76%,4.90244分,高于35.94%,,,0,
淘宝,懒人学堂宿舍生活馆,https://shop61806796.taobao.com/,ins桌面可静音电子闹钟 学生用智能宿舍时钟可爱儿童高中床头钟女,https://item.taobao.com/item.htm?id=626449165405,zaq12_2005,18,,15915798752,0,0,0,0,4.81531分,持平0.10%,4.86643分,高于15.40%,4.8551分,高于4.85%,,,0,
淘宝,花花 公子,https://shop61005754.taobao.com/,塑身美体内衣记忆合金条鱼鳞骨专用腰背夹腰封内衣体雕配件,https://item.taobao.com/item.htm?id=586607009525,shiyangjun_2009,15,,15669531880,0,0,0,0,4.86742分,高于26.64%,4.89403分,高于32.88%,4.89095分,高于28.39%,,,0,
淘宝,风家窄众女装 一个时,https://shop143702550.taobao.com/,风家窄众 雕刻身形 精准塑腰身圆领弹力显瘦坑条羊毛针织裙QZ0651,https://item.taobao.com/item.htm?id=557994740751,fengjiazhaizhong,17,18666200732,,0,0,0,0,4.88644分,高于33.84%,4.91533分,高于38.68%,4.9141分,高于35.06%,,,0,
淘宝,爱百货批发仓库9块9包,https://shop100247298.taobao.com/,创意文具葫芦圆珠笔伸缩笔葫芦七色 卡通笔学习文具奖励奖品用品,https://item.taobao.com/item.htm?id=596614346045,tb1288166_11,16,15210887726,15210887726,0,0,0,0,4.66603,低于3.98%,4.65455,低于4.52%,4.689分,低于3.90%,,,0,
企业,小槑同学,https://shop295154939.taobao.com/,静音无声学生做题计时器时间管理秒表学习电子定时提醒器闹钟两用,https://item.taobao.com/item.htm?id=581074378824,小槑同学,20,,17301837626,0,0,0,0,4.86916,高于7.03%,4.89671,高于17.51%,4.89155分,高于10.14%,,,0,
淘宝,得力办公文具尚诚店,https://shop72801435.taobao.com/,B5大号 可拆卸活页本a5韩国小清新学生笔记本文具大号b5记事本,https://item.taobao.com/item.htm?id=574826781752,王娟nvwang,19,,18164047719,0,0,0,0,4.80018,低于1.22%,4.80832,低于1.36%,4.8177分,低于1.26%,,,0,
淘宝,明王道日语学院,https://shop65884548.taobao.com/,2021明王道考研日语复试班 203日语 二外日语面试课程 王进,https://item.taobao.com/item.htm?id=525977189030,沙织燕,11,028-82889676,15882485923,0,0,0,0,4.88158分,高于14.39%,4.85526分,低于0.53%,4.85526分,低于0.61%,,,0,
淘宝,陶陶宠物用品,https://shop60895901.taobao.com/,克莉斯汀森克里斯汀森丝仙丝蛋白猫咪狗狗开结护毛素猫防静电精油,https://item.taobao.com/item.htm?id=7799950754,陶陶家的小四,13,13373515251,,0,0,0,0,4.93215分,高于50.90%,4.94669分,高于55.06%,4.9483分,高于55.03%,,,0,
企业,霏霏体育用品中心,https://shop35959945.taobao.com/,立定跳远垫中考立定跳远垫立定跳远垫子立定跳远测试垫橡胶垫中考,https://item.taobao.com/item.htm?id=5844364675,爱衣名品专卖,13,0579-85980068,15057800780,0,0,0,0,4.78791,低于1.20%,4.80046,低于1.37%,4.82212分,低于0.97%,,,0,
淘宝,仙德曼生活馆,https://shop59929261.taobao.com/,台湾家用焖烧锅超长保温316不锈钢仙德曼免火再煮锅大容量保温锅,https://item.taobao.com/item.htm?id=543550432879,国绣艺术,14,18621656069,,0,0,0,0,4.89598分,高于42.44%,4.91874分,高于48.53%,4.92506分,高于50.79%,,,0,
淘宝,欧美小资馆大码女装,https://shop58082328.taobao.com/,2021加大码春季女装新品胖MM宽松中长款肩章翻领长袖雪纺衬衫女裙,https://item.taobao.com/item.htm?id=544139146903,琦宝贝697927,14,,15990014807,0,0,0,0,4.89516分,高于38.92%,4.9254分,高于45.97%,4.90101分,高于25.17%,,,0,
淘宝,树仁家具厂,https://shop57062369.taobao.com/,红木家具鸡翅木茶桌椅组合1.68到2米茶台实木新中式功夫茶桌茶几,https://item.taobao.com/item.htm?id=559147703285,fancco,10,,13929062889,0,0,0,0,4.94784分,高于39.55%,4.95324分,高于39.80%,4.92806分,高于9.01%,,,0,
企业,乐途自行车户外,https://shop64980940.taobao.com/,禧玛诺7山地自行车24速9卡式飞轮27旋式10后6齿轮30配件11xt九十8,https://item.taobao.com/item.htm?id=558953992930,誰會了解2503,16,13682661015,0755-89338190,0,0,0,0,4.87742,高于20.35%,4.89563,高于21.42%,4.88956分,高于15.59%,,,0,
淘宝,欧品生活店,https://shop59718018.taobao.com/,德国MODERN钱夹防盗刷防消磁金属卡包NFC卡套 卡盒男超薄RFID卡夹,https://item.taobao.com/item.htm?id=546701820357,longyu2006sz,15,,13798382679,0,0,0,0,4.91935分,高于42.70%,4.94355分,高于54.92%,4.94342分,高于53.12%,,,0,
淘宝,62文体用品商城,https://shop110718240.taobao.com/,中小学生记事本带密码锁笔记本创意日韩高档初中生小清新学习用品,https://item.taobao.com/item.htm?id=585907266645,速淘201314,12,,13760175347,0,0,0,0,4.76685分,低于1.64%,4.78933分,低于1.60%,4.80056分,低于1.41%,,,0,
天猫,洁恋佳文具旗舰店,https://shop288609550.taobao.com/,A6每日计划本2021年日程本时间轴管理小随身网红手账本手帐自律打卡表强迫症笔记本子学习工作日历记事本定制,https://item.taobao.com/item.htm?id=625496068270,洁恋佳文具旗舰店,0,,18072123661,0,0,0,100,4.9104分,高于35.99%,4.88727分,高于22.02%,4.88665分,高于17.21%,深圳市肖蒙维贸易有限公司,,0,
淘宝,绣架工坊,https://shop73017061.taobao.com/,琴棋书画1.5米 十字绣架子不锈钢绣刺绣十字绣的架子可调包邮大号,https://item.taobao.com/item.htm?id=529306211001,梅林黛玉6,12,,13483974158,0,0,0,0,4.86735分,高于26.60%,4.90612分,高于40.54%,4.90408分,高于37.01%,,,0,
淘宝,启明星儿童康复教具,https://shop457780460.taobao.com/,ABA认知卡片式套装发育迟缓自闭症语言表达理解能力训练教具包邮,https://item.taobao.com/item.htm?id=566601262578,飞龙在天0924,11,,13818107237,0,0,0,0,4.89032分,高于35.44%,4.92258分,高于45.45%,4.90323分,高于27.45%,,,0,
淘宝,青丝坊专业美发,https://shop10173516.taobao.com/,正品行货 资生堂芯护理道芳氛头皮洗发水1000ml舒缓调理控油去屑,https://item.taobao.com/item.htm?id=41783671944,青丝坊,15,010-87185127,13501346183,0,0,0,0,4.92935分,高于53.46%,4.94032分,高于52.51%,4.93727分,高于48.50%,,,0,
淘宝,金童玉女古装,https://shop117361889.taobao.com/,儿童古装男童汉服汉唐朝黄皇帝上大王太子龙袍摄影写真表演出服装,https://item.taobao.com/item.htm?id=566218945593,金童玉女古装,11,,18362648084,0,0,0,0,4.83212,高于1.18%,4.86861,高于7.42%,4.83942分,低于0.56%,,,0,
企业,优印网UoPrint,https://shop111081951.taobao.com/,定制            研究生科研实验室实验记录本定制定做大学生生物医疗化学原始记录,https://item.taobao.com/item.htm?id=612320966009,上海麦度印刷有限公司,12,13651803700,17091925670,0,0,0,0,4.91102,高于36.78%,4.91102,高于28.94%,4.89831分,高于15.74%,,,0,
淘宝,燕彩衣清洁百货商城,https://shop101118110.taobao.com/,紫萍舒洁雅吸油纸烹调专用纸厨房用吸油纸厨房烹饪纸煲汤去油腻,https://item.taobao.com/item.htm?id=563952100459,燕裁衣,13,02154789432,18621043664,0,0,0,0,4.87659分,高于31.72%,4.8775分,高于22.41%,4.88283分,高于23.06%,,,0,
企业,流星雨鲜花包装资材批,https://shop105304951.taobao.com/,胸花磁铁扣吸铁磁扣吸铁石磁铁胸针无痕别针扣结婚婚礼婚庆用品,https://item.taobao.com/item.htm?id=26550988921,流星雨xhbz,17,0579-89927503,13566705425,0,0,0,0,4.79373,低于1.40%,4.79899,低于1.69%,4.81486分,低于1.44%,,,0,
企业,温馨家苑,https://shop34066911.taobao.com/,美式钢琴罩半罩现代简约钢琴布巾欧式轻奢公主布艺防尘三件套全罩,https://item.taobao.com/item.htm?id=556250748978,温馨家苑,13,0570-7015852,13567067987,0,0,0,0,4.95818,高于76.86%,4.96545,高于78.12%,4.94545分,高于64.18%,,,0,
淘宝,伊诺美家,https://shop100780641.taobao.com/,定做椅套桌椅套布艺套装家用酒店餐厅餐凳子套椅子套罩加厚棉麻,https://item.taobao.com/item.htm?id=569348534833,伊诺美家,11,,13294236638,0,0,0,0,4.87671分,高于31.78%,4.90411分,高于39.26%,4.90411分,高于37.03%,,,0,
淘宝,唯曼饰品工厂店,https://shop113638649.taobao.com/,水钻合金胸针日韩衬衫短袖毛衣裙子旗袍别针西服胸花珍珠饰品扣针,https://item.taobao.com/item.htm?id=614942787877,唯曼电子商务,14,,15976588693,0,0,0,0,4.84911分,持平0.19%,4.86542分,持平0.38%,4.87189分,持平0.35%,,,0,
淘宝,半道门环球潮流馆,https://shop33576650.taobao.com/,韩国文具monopoly高级皮革8寸覆膜家庭5相册6相簿宝宝写真7影集,https://item.taobao.com/item.htm?id=547978084249,ouryoung,18,021-61315115,13651758756,0,0,0,0,4.91017分,高于36.17%,4.93419分,高于47.44%,4.9334分,高于44.82%,,,0,
淘宝,九久欢乐购,https://shop105628295.taobao.com/,寿司料理紫菜包饭寿司海苔烤紫菜1一次烤100张片食材材料散装黑色,https://item.taobao.com/item.htm?id=554504311622,zhang52036jj,14,,15051182952,0,0,0,0,4.88406,高于39.19%,4.90166,高于40.03%,4.89648分,高于34.48%,,,0,
淘宝,安且吉兮户外园艺,https://shop116404948.taobao.com/,户外阳台防腐木地板庭院休闲实木景观平台花园草坪大台阶组合坪台,https://item.taobao.com/item.htm?id=559869561821,aj_赵健楠,12,,18757252154,0,0,0,0,4.92063,高于42.56%,4.92593,高于37.56%,4.92593分,高于35.57%,,,0,
淘宝,益康厨卫,https://shop105042298.taobao.com/,恒温马桶盖坐圈加热马桶盖电加热便器盖智能马桶盖UV型盖板,https://item.taobao.com/item.htm?id=541413419401,树根一,10,13435567799,,0,0,0,0,4.87931分,低于0.70%,4.91379分,持平0.17%,4.86207分,低于1.20%,,,0,
淘宝,贝琳胸针记,https://shop57690445.taobao.com/,紫金花复古胸针高档女气质优雅水晶胸花时尚精致百搭别针配饰3707,https://item.taobao.com/item.htm?id=632412696156,hongjunjia2008,13,15958934834,15958934834,0,0,0,0,4.92077分,高于43.98%,4.93096分,高于40.59%,4.92989分,高于36.76%,,,0,
淘宝,桐乡胸花研发中心,https://shop100093391.taobao.com/,农商银行无标记领花胸花头花 招商银行工商行头花 城商银行胸花,https://item.taobao.com/item.htm?id=605953567057,桐城snow,12,,13758382117,0,0,0,0,4.87515分,高于27.30%,4.88798分,高于18.94%,4.88215分,高于11.00%,,,0,
淘宝,六合天云阁,https://shop115993749.taobao.com/,天然根雕花架底座原木客厅盆景鱼缸架实木树根艺阳台摆件大盆绿萝,https://item.taobao.com/item.htm?id=547100453803,zxg91888888,12,,18005993639,0,0,0,0,4.84255分,低于1.45%,4.8766分,低于0.93%,4.79149分,低于2.63%,,,0,
淘宝,JungleFish婚礼定制,https://shop60286020.taobao.com/,森系水彩粉新娘伴娘手腕花新郎襟花胸花结婚礼外拍摄道具欧美,https://item.taobao.com/item.htm?id=624626839633,niyan_17,13,13162721406,,0,0,0,0,4.80762分,持平0.24%,4.82966分,持平0.26%,4.85571分,高于5.25%,,,0,
淘宝,小张工作室原创,https://shop102174185.taobao.com/,中国象棋三国人物创意脸谱民族风北京特色送老外的礼物外国人礼品,https://item.taobao.com/item.htm?id=543934871568,小张工作室原创,15,13488816637,18600170556,0,0,0,0,4.82271分,低于1.85%,4.84661分,低于1.54%,4.86155分,低于1.21%,,,0,
淘宝,COOLCORE品牌直销店,https://shop114479796.taobao.com/,coolcore擦汗巾运动手腕毛巾吸汗速干健身房跑步冷感冰凉巾女男,https://item.taobao.com/item.htm?id=557337435077,909131677afs,14,,18653254488,0,0,0,0,4.90738分,高于39.81%,4.93139分,高于48.34%,4.92796分,高于44.94%,,,0,
淘宝,完美饰语,https://shop64144000.taobao.com/,个性胸花别针日系可爱装饰韩国大气男女配饰西装外套毛衣开衫胸针,https://item.taobao.com/item.htm?id=527606905627,完美的一家,15,,18957998485,0,0,0,0,4.86973分,高于7.89%,4.88747分,高于3.17%,4.88446分,持平0.10%,,,0,
淘宝,我家喜坊weddinghouse,https://shop59078224.taobao.com/,结婚胸针新郎新娘胸花父母婚礼伴郎伴娘高档襟花一套婚庆用品大全,https://item.taobao.com/item.htm?id=590812155363,春田飞猪,19,,15067590882,0,0,0,0,4.8503,高于17.17%,4.86446,高于14.15%,4.86918分,高于14.10%,,,0,
淘宝,润宝斋古典花丝镶嵌,https://shop57812101.taobao.com/,润宝斋 手工银 花丝掐丝 925银镀金复古 蝴蝶 胸针胸花 吊坠两用,https://item.taobao.com/item.htm?id=575184998038,syitldit188,9,18601096253,18601096253,0,0,0,0,4.97297分,高于80.89%,4.98649分,高于88.37%,4.98649分,高于87.81%,,,0,
淘宝,允尚家具,https://shop36887671.taobao.com/,书柜书架简约现代储物柜子黑胡桃木两门三门中式书房实木家具套装,https://item.taobao.com/item.htm?id=545394093561,心动迷你屋,11,,15190550102,0,0,0,0,4.97222,高于67.81%,4.97619,高于69.35%,4.97222分,高于64.86%,,,0,
淘宝,乐美户外家具,https://shop107659837.taobao.com/,户外葡萄架凉亭木屋防腐木亭子庭院花园铁艺遮阳棚休闲秋千桌椅篷,https://item.taobao.com/item.htm?id=559731484997,康乐美998,11,18675769263,,0,0,0,0,4.96522分,高于59.69%,4.96812分,高于58.96%,4.95749分,高于46.23%,,,0,
淘宝,小蚂蚁鞋店,https://shop102377034.taobao.com/,森歌跳操鞋运动鞋健身鞋竞技健美操鞋男啦啦操比赛鞋舞蹈鞋儿童女,https://item.taobao.com/item.htm?id=615044476550,龙的传人jiang,13,,13559052382,0,0,0,0,4.83163分,持平0.30%,4.87245分,高于3.92%,4.87489分,高于4.31%,,,0,
淘宝,安娜与王子 儿童演出,https://shop57674245.taobao.com/,儿童现代爵士舞蹈衣服女童露脐背心套装夏健美操服女孩街舞演出服,https://item.taobao.com/item.htm?id=548466182041,千里嫦,12,13527901390,,0,0,0,0,4.91724分,高于51.28%,4.91724分,高于41.69%,4.91724分,高于37.96%,,,0,
淘宝,功慧舞蹈        成功,https://shop36228687.taobao.com/,正品舞动空间春秋季舞蹈拉丁瑜伽广场舞健美操健身休闲练功裤包邮,https://item.taobao.com/item.htm?id=20958548490,成功取决于努力2008,13,,18121623592,0,0,0,0,4.8568分,高于6.86%,4.88592分,高于14.06%,4.90534分,高于27.60%,,,0,
